order_id,order_number,customer_name,order_date,order_time,item_name,category,ingredients,quantity,price,total_price,payment_mode,store_id,Month Name,Month number,Day Name,Day number,Hour
588,7865,Aarav,08-03-2024,10.23.25 AM,Espresso,Coffee,"Espresso Beans, Water",2,221,442,Card,1,March,3,Friday,8,10
589,1331,Karan,08-03-2024,1.25.41 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",2,165,330,Cash,1,March,3,Friday,8,13
590,6321,Riya,09-03-2024,11.57.54 AM,Espresso,Coffee,"Espresso Beans, Water",2,134,268,UPI,3,March,3,Saturday,9,11
591,7916,Karan,09-03-2024,8.35.35 PM,Espresso,Coffee,"Espresso Beans, Water",2,277,554,Card,3,March,3,Saturday,9,20
592,6290,Nikhil,09-03-2024,9.30.50 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",4,188,752,Card,2,March,3,Saturday,9,21
593,6540,Simran,09-03-2024,5.41.57 PM,Espresso,Coffee,"Espresso Beans, Water",2,294,588,Cash,3,March,3,Saturday,9,17
594,7632,Rahul,09-03-2024,11.58.21 AM,Espresso,Coffee,"Espresso Beans, Water",1,180,180,UPI,3,March,3,Saturday,9,11
595,3777,Simran,09-03-2024,7.26.43 AM,Latte,Coffee,"Espresso, Steamed Milk",1,278,278,Card,1,March,3,Saturday,9,7
596,1062,Ananya,09-03-2024,2.44.12 PM,Americano,Coffee,"Espresso, Hot Water",4,274,1096,Cash,1,March,3,Saturday,9,14
597,1418,Pooja,09-03-2024,10.08.33 PM,Americano,Coffee,"Espresso, Hot Water",1,203,203,Card,1,March,3,Saturday,9,22
598,9527,Ananya,09-03-2024,4.35.03 PM,Americano,Coffee,"Espresso, Hot Water",3,148,444,Card,2,March,3,Saturday,9,16
599,6874,Nikhil,10-03-2024,7.02.57 AM,Green Tea,Tea,"Green Tea Leaves, Water",1,346,346,Card,2,March,3,Sunday,10,7
600,6238,Karan,10-03-2024,6.58.28 PM,Espresso,Coffee,"Espresso Beans, Water",4,205,820,UPI,1,March,3,Sunday,10,18
601,2695,Pooja,10-03-2024,8.40.57 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",1,173,173,Card,3,March,3,Sunday,10,20
602,2640,Aarav,10-03-2024,11.45.20 AM,Americano,Coffee,"Espresso, Hot Water",4,264,1056,UPI,2,March,3,Sunday,10,11
603,6527,Simran,10-03-2024,8.52.52 AM,Green Tea,Tea,"Green Tea Leaves, Water",1,125,125,UPI,3,March,3,Sunday,10,8
604,6533,Rahul,10-03-2024,10.14.34 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",3,185,555,Card,2,March,3,Sunday,10,10
605,7057,Karan,10-03-2024,2.14.16 PM,Green Tea,Tea,"Green Tea Leaves, Water",1,307,307,UPI,1,March,3,Sunday,10,14
606,5801,Karan,10-03-2024,3.04.20 PM,Croissant,Bakery,"Flour, Butter, Yeast",3,314,942,Card,2,March,3,Sunday,10,15
607,8098,Simran,10-03-2024,5.03.50 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",1,315,315,UPI,2,March,3,Sunday,10,17
608,2903,Aarav,10-03-2024,7.42.12 AM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",2,320,640,Card,1,March,3,Sunday,10,7
609,7472,Aarav,10-03-2024,1.51.05 PM,Americano,Coffee,"Espresso, Hot Water",2,249,498,UPI,3,March,3,Sunday,10,13
610,8472,Karan,11-03-2024,8.40.36 AM,Espresso,Coffee,"Espresso Beans, Water",4,170,680,UPI,1,March,3,Monday,11,8
611,2230,Rahul,11-03-2024,5.36.39 PM,Espresso,Coffee,"Espresso Beans, Water",3,305,915,Card,1,March,3,Monday,11,17
612,9497,Karan,11-03-2024,7.14.38 AM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",1,341,341,Cash,3,March,3,Monday,11,7
613,6702,Pooja,11-03-2024,8.19.49 PM,Americano,Coffee,"Espresso, Hot Water",4,239,956,Card,2,March,3,Monday,11,20
614,5820,Aarav,11-03-2024,7.26.57 AM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",3,246,738,UPI,2,March,3,Monday,11,7
615,5228,Pooja,11-03-2024,3.57.22 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",1,333,333,Cash,3,March,3,Monday,11,15
616,2314,Aarav,11-03-2024,5.03.21 PM,Green Tea,Tea,"Green Tea Leaves, Water",4,244,976,UPI,2,March,3,Monday,11,17
617,9550,Aarav,12-03-2024,12.58.11 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",3,216,648,UPI,3,March,3,Tuesday,12,12
618,6089,Simran,12-03-2024,7.57.42 PM,Green Tea,Tea,"Green Tea Leaves, Water",3,283,849,UPI,3,March,3,Tuesday,12,19
619,8442,Nikhil,12-03-2024,1.06.53 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",1,150,150,Cash,2,March,3,Tuesday,12,13
620,5837,Nikhil,12-03-2024,3.46.11 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",3,210,630,UPI,3,March,3,Tuesday,12,15
621,5953,Rahul,12-03-2024,1.09.30 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",4,236,944,Cash,2,March,3,Tuesday,12,13
622,6248,Aarav,12-03-2024,10.07.36 PM,Croissant,Bakery,"Flour, Butter, Yeast",3,258,774,UPI,2,March,3,Tuesday,12,22
623,3677,Ananya,13-03-2024,3.37.02 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",1,195,195,Cash,2,March,3,Wednesday,13,15
624,8258,Simran,13-03-2024,7.24.29 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",1,187,187,Card,2,March,3,Wednesday,13,19
625,7008,Pooja,13-03-2024,2.57.32 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",3,171,513,UPI,2,March,3,Wednesday,13,14
626,5451,Ananya,13-03-2024,10.33.53 AM,Americano,Coffee,"Espresso, Hot Water",2,203,406,UPI,3,March,3,Wednesday,13,10
627,2218,Nikhil,13-03-2024,11.49.47 AM,Green Tea,Tea,"Green Tea Leaves, Water",1,338,338,Cash,1,March,3,Wednesday,13,11
628,6312,Simran,13-03-2024,2.21.24 PM,Latte,Coffee,"Espresso, Steamed Milk",3,325,975,Cash,1,March,3,Wednesday,13,14
629,8516,Ananya,13-03-2024,8.00.43 PM,Espresso,Coffee,"Espresso Beans, Water",3,144,432,UPI,1,March,3,Wednesday,13,20
630,7211,Ananya,13-03-2024,7.52.53 AM,Americano,Coffee,"Espresso, Hot Water",3,305,915,UPI,2,March,3,Wednesday,13,7
631,6580,Karan,13-03-2024,7.18.35 PM,Green Tea,Tea,"Green Tea Leaves, Water",3,139,417,UPI,3,March,3,Wednesday,13,19
632,1985,Ananya,14-03-2024,7.49.49 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",4,191,764,UPI,1,March,3,Thursday,14,19
633,3902,Ananya,14-03-2024,9.18.13 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",2,162,324,Card,2,March,3,Thursday,14,21
634,7077,Karan,14-03-2024,8.09.25 AM,Latte,Coffee,"Espresso, Steamed Milk",2,162,324,UPI,2,March,3,Thursday,14,8
635,4835,Rahul,14-03-2024,1.49.19 PM,Americano,Coffee,"Espresso, Hot Water",4,282,1128,UPI,3,March,3,Thursday,14,13
636,9861,Rahul,14-03-2024,7.34.23 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",4,138,552,Cash,1,March,3,Thursday,14,19
637,9988,Simran,14-03-2024,1.00.05 PM,Croissant,Bakery,"Flour, Butter, Yeast",1,247,247,Card,2,March,3,Thursday,14,13
638,6217,Aarav,14-03-2024,6.04.10 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",4,225,900,UPI,1,March,3,Thursday,14,18
639,3288,Riya,14-03-2024,10.24.22 PM,Americano,Coffee,"Espresso, Hot Water",2,345,690,Card,3,March,3,Thursday,14,22
640,5846,Pooja,14-03-2024,7.35.02 AM,Green Tea,Tea,"Green Tea Leaves, Water",1,315,315,Cash,1,March,3,Thursday,14,7
641,1720,Simran,14-03-2024,7.34.35 PM,Americano,Coffee,"Espresso, Hot Water",4,268,1072,Card,2,March,3,Thursday,14,19
642,8023,Nikhil,15-03-2024,6.46.04 PM,Americano,Coffee,"Espresso, Hot Water",1,231,231,Card,1,March,3,Friday,15,18
643,1632,Nikhil,15-03-2024,10.31.49 PM,Green Tea,Tea,"Green Tea Leaves, Water",4,199,796,Cash,2,March,3,Friday,15,22
644,7446,Karan,15-03-2024,5.55.40 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",1,203,203,UPI,3,March,3,Friday,15,17
645,7667,Nikhil,15-03-2024,7.37.44 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",2,304,608,UPI,2,March,3,Friday,15,7
646,2547,Simran,15-03-2024,9.05.50 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",1,129,129,UPI,1,March,3,Friday,15,9
647,5781,Rahul,15-03-2024,3.09.04 PM,Espresso,Coffee,"Espresso Beans, Water",1,239,239,UPI,1,March,3,Friday,15,15
648,2705,Riya,15-03-2024,11.15.49 AM,Latte,Coffee,"Espresso, Steamed Milk",2,282,564,Card,2,March,3,Friday,15,11
649,7187,Rahul,15-03-2024,7.32.06 AM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,194,582,Card,3,March,3,Friday,15,7
650,7133,Riya,16-03-2024,10.20.45 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,162,486,Cash,3,March,3,Saturday,16,22
651,5183,Rahul,16-03-2024,4.24.21 PM,Latte,Coffee,"Espresso, Steamed Milk",4,175,700,Card,1,March,3,Saturday,16,16
652,4477,Rahul,16-03-2024,7.11.53 AM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",2,316,632,Cash,1,March,3,Saturday,16,7
653,6621,Karan,16-03-2024,10.33.59 AM,Croissant,Bakery,"Flour, Butter, Yeast",3,219,657,UPI,2,March,3,Saturday,16,10
654,1560,Rahul,16-03-2024,10.02.13 PM,Green Tea,Tea,"Green Tea Leaves, Water",2,239,478,Card,3,March,3,Saturday,16,22
655,6997,Aarav,16-03-2024,10.12.44 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",1,169,169,Cash,2,March,3,Saturday,16,22
656,9081,Rahul,16-03-2024,3.29.41 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",1,342,342,UPI,1,March,3,Saturday,16,15
657,7033,Ananya,16-03-2024,9.40.25 AM,Croissant,Bakery,"Flour, Butter, Yeast",2,291,582,Cash,3,March,3,Saturday,16,9
658,8006,Aarav,16-03-2024,7.11.42 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",4,154,616,Cash,3,March,3,Saturday,16,7
659,4058,Aarav,16-03-2024,10.08.54 AM,Green Tea,Tea,"Green Tea Leaves, Water",2,334,668,Cash,2,March,3,Saturday,16,10
660,4629,Simran,16-03-2024,12.37.16 PM,Croissant,Bakery,"Flour, Butter, Yeast",4,190,760,Cash,3,March,3,Saturday,16,12
661,2561,Karan,17-03-2024,10.44.03 AM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",4,349,1396,Card,1,March,3,Sunday,17,10
662,8206,Aarav,17-03-2024,1.30.01 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",2,121,242,Cash,2,March,3,Sunday,17,13
663,7877,Pooja,17-03-2024,11.08.33 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",2,220,440,Cash,2,March,3,Sunday,17,11
664,6431,Nikhil,17-03-2024,10.34.53 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",1,122,122,Card,2,March,3,Sunday,17,10
665,5667,Ananya,17-03-2024,9.53.50 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,318,954,UPI,1,March,3,Sunday,17,21
666,9651,Riya,17-03-2024,11.18.19 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",4,263,1052,Cash,2,March,3,Sunday,17,11
667,7095,Karan,17-03-2024,2.43.39 PM,Croissant,Bakery,"Flour, Butter, Yeast",4,149,596,Card,2,March,3,Sunday,17,14
668,7934,Ananya,17-03-2024,12.18.46 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",4,276,1104,Cash,2,March,3,Sunday,17,12
669,5180,Aarav,17-03-2024,12.36.44 PM,Croissant,Bakery,"Flour, Butter, Yeast",3,334,1002,Card,1,March,3,Sunday,17,12
670,7070,Simran,17-03-2024,11.01.04 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",3,316,948,Card,3,March,3,Sunday,17,11
671,9981,Nikhil,17-03-2024,8.31.55 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,215,645,Card,3,March,3,Sunday,17,20
672,5928,Simran,18-03-2024,5.44.34 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",1,148,148,Card,2,March,3,Monday,18,17
673,8565,Riya,18-03-2024,8.44.11 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",2,193,386,UPI,1,March,3,Monday,18,20
674,2833,Nikhil,18-03-2024,9.41.54 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",1,324,324,Card,2,March,3,Monday,18,9
675,6691,Ananya,18-03-2024,10.05.46 AM,Croissant,Bakery,"Flour, Butter, Yeast",3,218,654,Cash,2,March,3,Monday,18,10
676,2527,Nikhil,18-03-2024,11.27.17 AM,Americano,Coffee,"Espresso, Hot Water",4,168,672,UPI,2,March,3,Monday,18,11
677,9658,Simran,18-03-2024,2.36.44 PM,Espresso,Coffee,"Espresso Beans, Water",4,182,728,UPI,3,March,3,Monday,18,14
678,7575,Ananya,18-03-2024,10.07.53 AM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",4,122,488,Cash,2,March,3,Monday,18,10
679,9176,Pooja,18-03-2024,5.55.10 PM,Latte,Coffee,"Espresso, Steamed Milk",4,240,960,UPI,1,March,3,Monday,18,17
680,1938,Simran,18-03-2024,11.20.08 AM,Americano,Coffee,"Espresso, Hot Water",4,253,1012,Cash,2,March,3,Monday,18,11
681,6247,Karan,19-03-2024,5.48.32 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",2,176,352,UPI,1,March,3,Tuesday,19,17
682,3992,Aarav,19-03-2024,9.05.04 AM,Espresso,Coffee,"Espresso Beans, Water",3,300,900,Cash,1,March,3,Tuesday,19,9
683,9311,Karan,19-03-2024,2.23.39 PM,Latte,Coffee,"Espresso, Steamed Milk",2,157,314,Card,2,March,3,Tuesday,19,14
684,9944,Rahul,19-03-2024,11.45.24 AM,Green Tea,Tea,"Green Tea Leaves, Water",2,160,320,Card,2,March,3,Tuesday,19,11
685,9773,Riya,19-03-2024,12.00.54 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,127,381,Card,2,March,3,Tuesday,19,12
686,3367,Aarav,20-03-2024,11.23.53 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",2,257,514,Card,2,March,3,Wednesday,20,11
687,9767,Ananya,20-03-2024,9.22.47 AM,Green Tea,Tea,"Green Tea Leaves, Water",3,227,681,UPI,1,March,3,Wednesday,20,9
688,1614,Riya,20-03-2024,10.00.11 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,159,477,UPI,1,March,3,Wednesday,20,10
689,6863,Karan,20-03-2024,10.30.06 AM,Espresso,Coffee,"Espresso Beans, Water",2,134,268,Cash,1,March,3,Wednesday,20,10
690,5059,Rahul,20-03-2024,7.59.17 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",1,316,316,Cash,2,March,3,Wednesday,20,7
691,3879,Simran,20-03-2024,7.32.37 PM,Latte,Coffee,"Espresso, Steamed Milk",2,265,530,Cash,2,March,3,Wednesday,20,19
692,9572,Ananya,20-03-2024,1.21.12 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",1,320,320,Card,1,March,3,Wednesday,20,13
693,4897,Simran,20-03-2024,10.04.57 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",1,168,168,Cash,3,March,3,Wednesday,20,22
694,4049,Nikhil,21-03-2024,9.21.13 AM,Espresso,Coffee,"Espresso Beans, Water",4,213,852,Card,2,March,3,Thursday,21,9
695,1213,Aarav,21-03-2024,1.45.45 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",1,342,342,Card,1,March,3,Thursday,21,13
696,4639,Nikhil,21-03-2024,11.37.10 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",4,259,1036,Card,3,March,3,Thursday,21,11
697,5407,Aarav,21-03-2024,9.34.27 PM,Latte,Coffee,"Espresso, Steamed Milk",1,316,316,Card,3,March,3,Thursday,21,21
698,4129,Rahul,21-03-2024,9.42.33 PM,Espresso,Coffee,"Espresso Beans, Water",1,259,259,Cash,2,March,3,Thursday,21,21
699,5851,Aarav,22-03-2024,9.20.08 AM,Latte,Coffee,"Espresso, Steamed Milk",4,124,496,Cash,2,March,3,Friday,22,9
700,8863,Rahul,22-03-2024,9.20.04 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,127,381,UPI,1,March,3,Friday,22,9
701,9486,Karan,22-03-2024,11.00.49 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",3,318,954,UPI,3,March,3,Friday,22,11
702,9981,Ananya,22-03-2024,8.25.58 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",4,213,852,Cash,2,March,3,Friday,22,8
703,3218,Nikhil,22-03-2024,7.20.21 AM,Croissant,Bakery,"Flour, Butter, Yeast",1,216,216,UPI,3,March,3,Friday,22,7
704,2359,Pooja,22-03-2024,8.00.47 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",2,229,458,Cash,2,March,3,Friday,22,8
705,5436,Simran,22-03-2024,5.17.24 PM,Latte,Coffee,"Espresso, Steamed Milk",2,211,422,Card,3,March,3,Friday,22,17
706,4903,Ananya,22-03-2024,10.12.09 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",4,217,868,Cash,3,March,3,Friday,22,22
707,1679,Nikhil,23-03-2024,8.44.02 AM,Croissant,Bakery,"Flour, Butter, Yeast",4,128,512,Cash,2,March,3,Saturday,23,8
708,8116,Rahul,23-03-2024,1.04.03 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",4,210,840,Card,3,March,3,Saturday,23,13
709,6800,Karan,23-03-2024,5.15.53 PM,Americano,Coffee,"Espresso, Hot Water",2,152,304,Cash,1,March,3,Saturday,23,17
710,4057,Ananya,23-03-2024,2.51.12 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",4,217,868,Card,2,March,3,Saturday,23,14
711,4032,Rahul,23-03-2024,3.52.35 PM,Espresso,Coffee,"Espresso Beans, Water",1,199,199,UPI,2,March,3,Saturday,23,15
712,9054,Nikhil,23-03-2024,7.19.18 PM,Americano,Coffee,"Espresso, Hot Water",2,292,584,UPI,3,March,3,Saturday,23,19
713,1742,Simran,23-03-2024,7.32.36 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",2,270,540,Cash,1,March,3,Saturday,23,19
714,6355,Karan,23-03-2024,1.06.27 PM,Latte,Coffee,"Espresso, Steamed Milk",3,181,543,Cash,1,March,3,Saturday,23,13
715,6942,Karan,23-03-2024,1.11.23 PM,Croissant,Bakery,"Flour, Butter, Yeast",3,191,573,UPI,1,March,3,Saturday,23,13
716,6969,Simran,24-03-2024,6.44.02 PM,Croissant,Bakery,"Flour, Butter, Yeast",4,157,628,Card,1,March,3,Sunday,24,18
717,5275,Rahul,24-03-2024,12.38.00 PM,Green Tea,Tea,"Green Tea Leaves, Water",3,213,639,Card,1,March,3,Sunday,24,12
718,9039,Riya,24-03-2024,8.53.59 PM,Croissant,Bakery,"Flour, Butter, Yeast",2,275,550,Card,1,March,3,Sunday,24,20
719,1175,Riya,24-03-2024,8.33.37 AM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",4,131,524,UPI,2,March,3,Sunday,24,8
720,9090,Nikhil,24-03-2024,12.30.25 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",1,143,143,Cash,1,March,3,Sunday,24,12
721,5980,Simran,24-03-2024,7.35.42 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",4,254,1016,Cash,3,March,3,Sunday,24,7
722,2266,Riya,24-03-2024,8.41.53 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",1,130,130,UPI,3,March,3,Sunday,24,20
723,4287,Riya,24-03-2024,7.52.50 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",4,257,1028,Card,2,March,3,Sunday,24,7
724,1586,Karan,24-03-2024,8.39.13 AM,Cold Brew,Coffee,"Coffee Beans, Cold Water",1,321,321,Cash,2,March,3,Sunday,24,8
725,1087,Riya,24-03-2024,10.57.17 PM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",4,181,724,UPI,3,March,3,Sunday,24,22
726,9755,Aarav,25-03-2024,4.35.42 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",4,172,688,Cash,2,March,3,Monday,25,16
727,4163,Aarav,25-03-2024,4.14.26 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",2,173,346,Card,3,March,3,Monday,25,16
728,4027,Karan,25-03-2024,4.37.44 PM,Croissant,Bakery,"Flour, Butter, Yeast",1,334,334,Cash,2,March,3,Monday,25,16
729,1289,Simran,25-03-2024,6.47.34 PM,Green Tea,Tea,"Green Tea Leaves, Water",4,178,712,UPI,3,March,3,Monday,25,18
730,6719,Karan,25-03-2024,8.21.30 PM,Croissant,Bakery,"Flour, Butter, Yeast",3,120,360,UPI,1,March,3,Monday,25,20
731,7502,Rahul,25-03-2024,9.02.51 AM,Americano,Coffee,"Espresso, Hot Water",2,210,420,UPI,3,March,3,Monday,25,9
732,9128,Pooja,26-03-2024,8.56.32 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",2,235,470,UPI,3,March,3,Tuesday,26,20
733,9728,Pooja,26-03-2024,4.31.30 PM,Mocha,Coffee,"Espresso, Chocolate Syrup, Milk",3,253,759,Card,3,March,3,Tuesday,26,16
734,3769,Ananya,26-03-2024,9.05.04 AM,Croissant,Bakery,"Flour, Butter, Yeast",3,169,507,Card,3,March,3,Tuesday,26,9
735,7626,Aarav,26-03-2024,12.50.39 PM,Latte,Coffee,"Espresso, Steamed Milk",1,200,200,Card,3,March,3,Tuesday,26,12
736,7516,Riya,26-03-2024,8.21.48 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",3,129,387,Cash,2,March,3,Tuesday,26,20
737,7283,Ananya,26-03-2024,8.01.00 AM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",2,219,438,Card,2,March,3,Tuesday,26,8
738,2259,Simran,26-03-2024,5.30.46 PM,Espresso,Coffee,"Espresso Beans, Water",3,258,774,Card,2,March,3,Tuesday,26,17
739,6993,Simran,26-03-2024,6.44.37 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",2,302,604,Cash,3,March,3,Tuesday,26,18
740,7353,Karan,26-03-2024,7.36.39 PM,Green Tea,Tea,"Green Tea Leaves, Water",3,211,633,Card,1,March,3,Tuesday,26,19
741,5493,Aarav,26-03-2024,7.22.32 PM,Green Tea,Tea,"Green Tea Leaves, Water",4,186,744,Cash,1,March,3,Tuesday,26,19
742,2280,Pooja,27-03-2024,10.37.22 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",3,201,603,UPI,3,March,3,Wednesday,27,10
743,2560,Riya,27-03-2024,3.34.49 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",1,287,287,UPI,2,March,3,Wednesday,27,15
744,1446,Aarav,27-03-2024,10.07.15 PM,Espresso,Coffee,"Espresso Beans, Water",4,235,940,Cash,1,March,3,Wednesday,27,22
745,9249,Ananya,27-03-2024,6.19.39 PM,Latte,Coffee,"Espresso, Steamed Milk",3,120,360,UPI,1,March,3,Wednesday,27,18
746,5510,Pooja,27-03-2024,5.26.47 PM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",2,218,436,Card,2,March,3,Wednesday,27,17
747,5451,Karan,27-03-2024,5.20.09 PM,Green Tea,Tea,"Green Tea Leaves, Water",2,236,472,UPI,1,March,3,Wednesday,27,17
748,3018,Rahul,27-03-2024,8.15.07 PM,Croissant,Bakery,"Flour, Butter, Yeast",1,221,221,Card,1,March,3,Wednesday,27,20
749,7867,Pooja,27-03-2024,12.06.04 PM,Green Tea,Tea,"Green Tea Leaves, Water",1,327,327,UPI,3,March,3,Wednesday,27,12
750,3378,Karan,27-03-2024,10.16.15 PM,Espresso,Coffee,"Espresso Beans, Water",4,251,1004,UPI,3,March,3,Wednesday,27,22
751,1813,Riya,28-03-2024,2.39.34 PM,Espresso,Coffee,"Espresso Beans, Water",3,283,849,Cash,2,March,3,Thursday,28,14
752,3296,Ananya,28-03-2024,8.10.25 AM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",3,194,582,Cash,1,March,3,Thursday,28,8
753,1335,Nikhil,28-03-2024,9.23.58 AM,Latte,Coffee,"Espresso, Steamed Milk",2,319,638,Cash,3,March,3,Thursday,28,9
754,4367,Rahul,28-03-2024,10.50.03 AM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",2,348,696,UPI,3,March,3,Thursday,28,10
755,1473,Simran,28-03-2024,8.10.45 PM,Americano,Coffee,"Espresso, Hot Water",4,308,1232,Card,1,March,3,Thursday,28,20
756,4839,Riya,28-03-2024,7.07.51 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",2,313,626,Cash,2,March,3,Thursday,28,19
757,2654,Karan,28-03-2024,4.11.24 PM,Latte,Coffee,"Espresso, Steamed Milk",1,308,308,UPI,1,March,3,Thursday,28,16
758,6241,Karan,28-03-2024,8.00.37 AM,Masala Tea,Tea,"Tea Leaves, Milk, Spices, Sugar",3,307,921,Cash,1,March,3,Thursday,28,8
759,8344,Riya,29-03-2024,9.41.18 PM,Cappuccino,Coffee,"Espresso, Milk, Milk Foam",4,247,988,Card,3,March,3,Friday,29,21
760,3764,Simran,29-03-2024,6.54.47 PM,Espresso,Coffee,"Espresso Beans, Water",4,320,1280,Card,2,March,3,Friday,29,18
761,2187,Pooja,29-03-2024,9.16.04 AM,Espresso,Coffee,"Espresso Beans, Water",1,296,296,UPI,3,March,3,Friday,29,9
762,8857,Rahul,29-03-2024,2.09.06 PM,Green Tea,Tea,"Green Tea Leaves, Water",1,206,206,Cash,3,March,3,Friday,29,14
763,2029,Rahul,29-03-2024,9.52.37 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",3,293,879,Card,3,March,3,Friday,29,21
764,6812,Riya,29-03-2024,8.53.14 PM,Cold Brew,Coffee,"Coffee Beans, Cold Water",4,228,912,Cash,3,March,3,Friday,29,20
765,7713,Ananya,29-03-2024,10.54.01 AM,Espresso,Coffee,"Espresso Beans, Water",3,177,531,Cash,2,March,3,Friday,29,10
766,2224,Simran,29-03-2024,8.08.22 PM,Americano,Coffee,"Espresso, Hot Water",4,163,652,UPI,3,March,3,Friday,29,20
767,6430,Ananya,29-03-2024,11.53.36 AM,Hot Chocolate,Beverage,"Cocoa Powder, Milk, Sugar",3,147,441,Card,2,March,3,Friday,29,11
768,7857,Ananya,29-03-2024,8.03.58 AM,Latte,Coffee,"Espresso, Steamed Milk",1,173,173,Cash,1,March,3,Friday,29,8
